BALOCHISTAN,Makran Division,9683,8704,3,22430,0,0,0,0
BALOCHISTAN,Makran Division,20949,19056,5,34214,0,0,0,0
BALOCHISTAN,Makran Division,10472,10128,0,34373,6639,5837,0,0
BALOCHISTAN,Kalat Division,3112,2609,0,3979,0,0,0,0
BALOCHISTAN,Kalat Division,5625,5083,0,12299,0,0,0,0
BALOCHISTAN,Kalat Division,47816,44482,0,63919,18649,18147,0,22646
BALOCHISTAN,Kalat Division,34177,31500,1,41590,0,0,0,0
BALOCHISTAN,Kalat Division,84792,80468,0,82253,17635,17962,0,11148
BALOCHISTAN,Makran Division,15119,14196,0,15966,27073,24315,0,27806
BALOCHISTAN,Makran Division,25438,23955,0,29768,0,0,0,0
BALOCHISTAN,Makran Division,17001,15669,0,23360,0,0,0,0
BALOCHISTAN,Kalat Division,22656,19658,4,28561,0,0,0,0
BALOCHISTAN,Kalat Division,16082,14933,1,21984,0,0,0,0
BALOCHISTAN,Kalat Division,60438,56569,13,70788,95244,87193,7,91057
BALOCHISTAN,Kalat Division,12027,11350,9,13143,0,0,0,0
BALOCHISTAN,Kalat Division,51298,46267,11,59314,17439,15881,1,0
BALOCHISTAN,Kalat Division,20191,17395,2,20907,0,0,0,0
BALOCHISTAN,Kalat Division,17427,14696,2,20580,0,0,0,0
BALOCHISTAN,Kalat Division,40448,37443,15,38539,11833,10374,2,13794
BALOCHISTAN,Kalat Division,33871,30320,8,25402,20397,17389,2,13397
BALOCHISTAN,Makran Division,41690,38433,1,51636,13006,11594,3,16705
BALOCHISTAN,Makran Division,17112,15573,1,31504,6739,6116,0,0
BALOCHISTAN,Makran Division,8902,8012,0,7889,3889,3790,0,11068
BALOCHISTAN,Makran Division,14377,13287,0,18171,93326,84495,2,62763
BALOCHISTAN,Makran Division,18094,17400,1,25474,0,0,0,0
BALOCHISTAN,Makran Division,5990,5740,0,7846,0,0,0,0
BALOCHISTAN,Makran Division,17867,16637,0,20230,15353,14160,2,11569
BALOCHISTAN,Makran Division,22196,20671,0,26405,15792,13630,1,13319
BALOCHISTAN,Kalat Division,34040,30722,3,24570,0,0,0,0
BALOCHISTAN,Kalat Division,20265,18595,0,19262,0,0,0,0
BALOCHISTAN,Kalat Division,14682,13942,0,24214,0,0,0,0
BALOCHISTAN,Kalat Division,50667,47763,0,57862,17850,17147,0,24131
BALOCHISTAN,Makran Division,21513,18753,0,16740,0,0,0,0
BALOCHISTAN,Makran Division,20219,18414,1,29844,0,0,0,0
BALOCHISTAN,Makran Division,17743,16734,0,19956,0,0,0,0
BALOCHISTAN,Makran Division,14332,13216,0,19641,0,0,0,0
BALOCHISTAN,Makran Division,6627,6325,0,23828,11407,10428,0,0
BALOCHISTAN,Makran Division,24823,22670,1,27593,49901,40293,7,45021
BALOCHISTAN,Makran Division,4340,4083,0,5716,9511,8753,4,14072
BALOCHISTAN,Makran Division,4150,3731,0,7327,10001,7752,0,11521
BALOCHISTAN,Makran Division,14155,12634,1,27364,18404,16149,4,29538
BALOCHISTAN,Makran Division,5831,5055,0,17346,0,0,0,0
BALOCHISTAN,Makran Division,23222,21373,0,19560,0,0,0,0
BALOCHISTAN,Makran Division,20624,16673,5,35251,21248,18592,6,0
BALOCHISTAN,Makran Division,41008,35459,3,39061,0,0,0,0
BALOCHISTAN,Makran Division,30389,22549,9,37819,0,0,0,0
BALOCHISTAN,Makran Division,110066,92685,26,88539,118713,95086,32,68603
BALOCHISTAN,Makran Division,27158,23835,2,35281,0,0,0,0
BALOCHISTAN,Makran Division,53822,43829,14,51234,25590,22751,2,0
BALOCHISTAN,Makran Division,21038,21370,3,37856,0,0,0,0
BALOCHISTAN,Makran Division,8967,7676,3,22568,0,0,0,0
BALOCHISTAN,Makran Division,8424,7905,0,24377,0,0,0,0
BALOCHISTAN,Makran Division,93460,85279,13,146971,42867,37541,3,21297
BALOCHISTAN,Makran Division,12661,10551,3,18838,0,0,0,0
BALOCHISTAN,Naseerabad Division,38209,36650,22,52767,0,0,0,0
BALOCHISTAN,Naseerabad Division,88378,83749,22,92689,41622,39328,8,38371
BALOCHISTAN,Naseerabad Division,55791,53439,1,68517,38872,37881,0,38946
BALOCHISTAN,Naseerabad Division,22324,21041,0,26694,3958,3856,1,8097
BALOCHISTAN,Naseerabad Division,45604,42675,0,63588,0,0,0,0
BALOCHISTAN,Naseerabad Division,4840,4601,0,11562,0,0,0,0
BALOCHISTAN,Naseerabad Division,22595,20746,0,39597,0,0,0,0
BALOCHISTAN,Naseerabad Division,29740,27115,4,43842,8529,8068,3,12181
BALOCHISTAN,Naseerabad Division,14145,13004,0,32663,7938,7302,0,12818
BALOCHISTAN,Naseerabad Division,7411,6802,0,7202,0,0,0,0
BALOCHISTAN,Naseerabad Division,10719,9770,0,15619,10363,8777,0,14488
BALOCHISTAN,Naseerabad Division,52851,44049,1,77070,0,0,0,0
BALOCHISTAN,Naseerabad Division,25844,23636,0,19531,0,0,0,0
BALOCHISTAN,Naseerabad Division,39811,36725,0,50446,0,0,0,0
BALOCHISTAN,Naseerabad Division,69042,65417,0,65676,49161,47155,0,38431
BALOCHISTAN,Naseerabad Division,67706,63349,1,71810,0,0,0,0
BALOCHISTAN,Naseerabad Division,29719,28484,1,33400,0,0,0,0
BALOCHISTAN,Naseerabad Division,45781,43005,2,66681,0,0,0,0
BALOCHISTAN,Naseerabad Division,20803,19757,7,33240,6664,6203,0,8206
BALOCHISTAN,Quetta Division,30396,27859,1,22511,0,0,0,0
BALOCHISTAN,Quetta Division,57650,53548,5,48380,8299,7966,0,11948
BALOCHISTAN,Quetta Division,11851,10432,0,14029,0,0,0,0
BALOCHISTAN,Quetta Division,10777,7732,1,7666,0,0,0,0
BALOCHISTAN,Quetta Division,164656,146699,0,95062,65093,58112,1,56792
BALOCHISTAN,Quetta Division,33936,27804,1,31050,0,0,0,0
BALOCHISTAN,Quetta Division,59793,55190,1,66883,0,0,0,0
BALOCHISTAN,Quetta Division,61932,59011,1,110937,13889,12235,0,0
BALOCHISTAN,Quetta Division,68290,64258,3,74082,24281,22115,0,23948
BALOCHISTAN,Quetta Division,52620,50802,1,95132,0,0,0,0
BALOCHISTAN,Quetta Division,53635,49057,8,58093,14780,14622,0,0
